0,TIME,SOFTWARE,STATUS,FEATURE,USER_MACHINE,LICENSES
8316,19:10:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8317,19:25:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8318,19:25:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8319,19:28:23,(ABAQUSLM),TIMESTAMP,6/5/2023,,
8320,19:41:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8321,19:41:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8322,19:56:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8323,19:56:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8324,20:12:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8325,20:12:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8326,20:27:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8327,20:27:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8328,20:43:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8329,20:43:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8330,20:58:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8331,20:58:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8332,21:14:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8333,21:14:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8334,21:29:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8335,21:29:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8336,21:45:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8337,21:45:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8338,22:00:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8339,22:00:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8340,22:16:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8341,22:16:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8342,22:31:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8343,22:31:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8344,22:47:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8345,22:47:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8346,23:02:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8347,23:02:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8348,23:18:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8349,23:18:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8350,23:33:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8351,23:33:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8352,23:49:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8353,23:49:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8354,0:04:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8355,0:04:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8356,0:20:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8357,0:20:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8358,0:35:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8359,0:35:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8360,0:49:27,(lmgrd),TIMESTAMP,6/6/2023,,
8361,0:51:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8362,0:51:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8363,1:06:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8364,1:06:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8365,1:22:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8366,1:22:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8367,1:33:27,(ABAQUSLM),TIMESTAMP,6/6/2023,,
8368,1:37:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8369,1:37:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8370,1:52:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8371,1:52:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8372,2:08:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8373,2:08:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8374,2:23:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8375,2:23:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8376,2:39:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8377,2:39:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8378,2:54:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8379,2:54:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8380,3:10:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8381,3:10:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8382,3:25:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8383,3:25:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8384,3:41:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8385,3:41:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8386,3:56:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8387,3:56:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8388,4:12:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8389,4:12:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8390,4:27:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8391,4:27:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8392,4:43:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8393,4:43:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8394,4:58:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8395,4:58:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8396,5:14:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8397,5:14:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8398,5:29:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8399,5:29:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8400,5:45:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8401,5:45:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8402,6:00:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8403,6:00:40,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8404,6:16:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8405,6:16:10,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8406,6:31:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8407,6:31:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8408,6:47:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8409,6:47:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8410,6:49:27,(lmgrd),TIMESTAMP,6/6/2023,,
8411,7:02:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8412,7:02:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8413,7:18:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8414,7:18:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8415,7:33:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8416,7:33:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8417,7:38:30,(ABAQUSLM),TIMESTAMP,6/6/2023,,
8418,7:49:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8419,7:49:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8420,8:04:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8421,8:04:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8422,8:20:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8423,8:20:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8424,8:35:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8425,8:35:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8426,8:51:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8427,8:51:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8428,9:06:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8429,9:06:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8430,9:22:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8431,9:22:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8432,9:37:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8433,9:37:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8434,9:52:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8435,9:52:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8436,10:08:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8437,10:08:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8438,10:23:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8439,10:23:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8440,10:39:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8441,10:39:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8442,10:54:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8443,10:54:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8444,10:56:18,(ABAQUSLM),DENIED:,abaqus,abdulrahman@GWS-6,(4
8445,10:56:18,(ABAQUSLM),DENIED:,cae,abdulrahman@GWS-6,(Users
8446,11:10:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8447,11:10:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8448,11:25:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8449,11:25:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8450,11:41:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8451,11:41:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8452,11:56:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8453,11:56:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8454,12:12:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8455,12:12:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8456,12:27:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8457,12:27:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8458,12:43:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8459,12:43:11,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8460,12:48:19,(ABAQUSLM),DENIED:,abaqus,sajish@GWS-13,(4
8461,12:48:19,(ABAQUSLM),DENIED:,cae,sajish@GWS-13,(Users
8462,12:48:48,(ABAQUSLM),DENIED:,abaqus,sajish@GWS-13,(4
8463,12:48:48,(ABAQUSLM),DENIED:,cae,sajish@GWS-13,(Users
8464,12:49:27,(lmgrd),TIMESTAMP,6/6/2023,,
8465,12:50:11,(ABAQUSLM),DENIED:,abaqus,sajish@GWS-13,(4
8466,12:50:11,(ABAQUSLM),DENIED:,cae,sajish@GWS-13,(Users
8467,12:51:25,(ABAQUSLM),DENIED:,abaqus,rishabh@GWS-2,(4
8468,12:51:25,(ABAQUSLM),DENIED:,cae,rishabh@GWS-2,(Users
8469,12:52:00,(ABAQUSLM),DENIED:,abaqus,rishabh@GWS-2,(4
8470,12:52:00,(ABAQUSLM),DENIED:,cae,rishabh@GWS-2,(Users
8471,12:52:15,(ABAQUSLM),DENIED:,abaqus,rishabh@GWS-2,(4
8472,12:52:15,(ABAQUSLM),DENIED:,cae,rishabh@GWS-2,(Users
8473,12:53:36,(ABAQUSLM),DENIED:,abaqus,chauhan@GWS-11,(4
8474,12:53:36,(ABAQUSLM),DENIED:,cae,chauhan@GWS-11,(Users
8475,12:58:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8476,12:58:41,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8477,13:04:56,(ABAQUSLM),DENIED:,abaqus,sajish@GWS-13,(4
8478,13:04:56,(ABAQUSLM),DENIED:,cae,sajish@GWS-13,(Users
8479,13:14:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8480,13:14:12,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8481,13:29:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8482,13:29:42,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8483,13:43:34,(ABAQUSLM),TIMESTAMP,6/6/2023,,
8484,13:45:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8485,13:45:12,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8486,14:00:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8487,14:00:42,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8488,14:16:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8489,14:16:12,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8490,14:31:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8491,14:31:42,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8492,14:47:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8493,14:47:12,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8494,15:02:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node352.igcar.gov.in,(30
8495,15:02:42,(ABAQUSLM),DENIED:,standard,kulbir@node352.igcar.gov.in,(30
8496,15:04:31,(ABAQUSLM),DENIED:,abaqus,kulbir@node355.igcar.gov.in,(25
8497,15:04:31,(ABAQUSLM),DENIED:,standard,kulbir@node355.igcar.gov.in,(25
8498,15:04:31,(ABAQUSLM),QUEUED:,abaqus,kulbir@node355.igcar.gov.in,(25
8499,15:04:31,(ABAQUSLM),QUEUED:,standard,kulbir@node355.igcar.gov.in,(25
8500,15:04:57,(ABAQUSLM),DEQUEUED:,abaqus,kulbir@node352.igcar.gov.in,(30
8501,15:04:57,(ABAQUSLM),OUT:,abaqus,kulbir@node355.igcar.gov.in,(25
8502,15:04:57,(ABAQUSLM),DEQUEUED:,standard,kulbir@node352.igcar.gov.in,(30
8503,15:04:57,(ABAQUSLM),OUT:,standard,kulbir@node355.igcar.gov.in,(25
8504,15:05:01,(ABAQUSLM),OUT:,parallel,kulbir@node355.igcar.gov.in,(48
8505,15:05:01,(ABAQUSLM),IN:,standard,kulbir@node355.igcar.gov.in,(25
8506,15:05:01,(ABAQUSLM),IN:,abaqus,kulbir@node355.igcar.gov.in,(25
8507,15:05:02,(ABAQUSLM),IN:,parallel,kulbir@node355.igcar.gov.in,(48
8508,15:05:41,(ABAQUSLM),OUT:,abaqus,kulbir@node352.igcar.gov.in,(25
8509,15:05:41,(ABAQUSLM),OUT:,standard,kulbir@node352.igcar.gov.in,(25
8510,15:05:41,(ABAQUSLM),OUT:,parallel,kulbir@node352.igcar.gov.in,(48
8511,15:05:41,(ABAQUSLM),1686047592/0/6.19-1/0/64/64,64/25/sta_par/7444/kulbir/unknown/node352.igcar.gov.in,,
8512,15:06:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8513,15:06:10,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8514,15:06:10,(ABAQUSLM),QUEUED:,abaqus,kulbir@node354.igcar.gov.in,(30
8515,15:06:10,(ABAQUSLM),QUEUED:,standard,kulbir@node354.igcar.gov.in,(30
8516,15:13:46,(ABAQUSLM),1686048078/1/6.19-1/25/sta_par/7444/kulbir/unknown/node352.igcar.gov.in,,,
8517,15:13:46,(ABAQUSLM),IN:,standard,kulbir@node352.igcar.gov.in,(25
8518,15:13:46,(ABAQUSLM),IN:,abaqus,kulbir@node352.igcar.gov.in,(25
8519,15:13:46,(ABAQUSLM),IN:,parallel,kulbir@node352.igcar.gov.in,(48
8520,15:21:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8521,15:21:40,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8522,15:37:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8523,15:37:10,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8524,15:52:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8525,15:52:40,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8526,16:08:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8527,16:08:10,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8528,16:23:40,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8529,16:23:40,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8530,16:39:10,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8531,16:39:10,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8532,16:54:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8533,16:54:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8534,17:10:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8535,17:10:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8536,17:25:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8537,17:25:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8538,17:41:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8539,17:41:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8540,17:56:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8541,17:56:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8542,18:12:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8543,18:12:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8544,18:27:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8545,18:27:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8546,18:43:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8547,18:43:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8548,18:49:27,(lmgrd),TIMESTAMP,6/6/2023,,
8549,18:58:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8550,18:58:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8551,19:14:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8552,19:14:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8553,19:29:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8554,19:29:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8555,19:45:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8556,19:45:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8557,19:48:34,(ABAQUSLM),TIMESTAMP,6/6/2023,,
8558,20:00:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8559,20:00:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8560,20:16:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8561,20:16:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8562,20:31:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8563,20:31:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8564,20:47:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8565,20:47:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8566,21:02:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8567,21:02:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8568,21:18:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8569,21:18:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8570,21:33:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8571,21:33:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8572,21:49:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8573,21:49:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8574,22:04:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8575,22:04:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8576,22:20:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8577,22:20:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8578,22:35:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8579,22:35:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8580,22:51:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8581,22:51:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8582,23:06:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8583,23:06:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8584,23:21:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8585,23:21:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8586,23:37:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8587,23:37:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8588,23:52:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8589,23:52:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8590,0:08:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8591,0:08:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8592,0:23:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8593,0:23:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8594,0:39:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8595,0:39:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8596,0:49:27,(lmgrd),TIMESTAMP,6/7/2023,,
8597,0:54:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8598,0:54:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8599,1:10:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8600,1:10:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8601,1:25:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8602,1:25:41,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
8603,1:41:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node354.igcar.gov.in,(30
8604,1:41:11,(ABAQUSLM),DENIED:,standard,kulbir@node354.igcar.gov.in,(30
